Wall time,Step,Value
1684454722.280211,256,44.66949462890625
1684454730.2799206,512,43.791873931884766
1684454738.4933019,768,38.87741470336914
1684454746.682357,1024,40.49588394165039
1684454755.894888,1280,42.21616744995117
1684454766.3334858,1536,38.16512680053711
1684454775.5666914,1792,36.28562545776367
1684454784.7895076,2048,35.86842727661133
1684454794.073834,2304,36.68822479248047
1684454803.4613414,2560,38.5313835144043
1684454811.7211986,2816,39.16142654418945
1684454819.6616418,3072,40.643863677978516
1684454830.0880492,3328,39.740726470947266
1684454839.2503998,3584,39.68404769897461
1684454848.4298742,3840,40.6819953918457
1684454858.8573866,4096,40.1241340637207
1684454866.8453448,4352,40.102256774902344
1684454875.953533,4608,41.0070686340332
1684454883.9315956,4864,40.98062515258789
1684454893.0951087,5120,42.43833923339844
1684454902.2869432,5376,42.2553596496582
1684454910.2397988,5632,43.74335479736328
1684454918.1850915,5888,43.828853607177734
1684454928.6332743,6144,44.0386848449707
1684454936.7283278,6400,44.58161163330078
1684454944.7809815,6656,45.02671813964844
1684454952.7431855,6912,45.419708251953125
1684454959.4782293,7168,46.57093048095703
1684454967.5644095,7424,47.731651306152344
1684454975.5924966,7680,48.85824203491211
1684454983.5596042,7936,49.060916900634766
1684454992.7185044,8192,49.35624313354492
1684455001.8939729,8448,49.93390655517578
1684455009.9367917,8704,51.44872283935547
1684455016.6163058,8960,53.505828857421875
1684455024.586053,9216,55.212127685546875
1684455033.8160405,9472,55.75844192504883
1684455041.742736,9728,57.1326789855957
1684455048.4349027,9984,57.6781005859375
1684455056.452463,10240,59.38140106201172
1684455064.423393,10496,60.903995513916016
1684455071.1341999,10752,61.91767883300781
1684455079.1512163,11008,64.16434478759766
1684455087.1685975,11264,65.468994140625
1684455095.196247,11520,67.2623519897461
1684455101.9052374,11776,68.19998931884766
1684455109.9195955,12032,70.71424102783203
1684455115.445377,12288,71.26131439208984
1684455123.4272292,12544,74.03883361816406
1684455130.22015,12800,74.60040283203125
1684455138.143794,13056,76.88976287841797
1684455144.8461468,13312,77.43004608154297
1684455151.6186419,13568,79.6733627319336
1684455159.6306827,13824,80.4621810913086
1684455166.3799658,14080,81.69652557373047
1684455173.1175103,14336,83.71343994140625
1684455179.9022384,14592,84.71797180175781
1684455187.8759735,14848,84.6630859375
1684455194.6186812,15104,86.06270599365234
1684455202.594042,15360,87.6030502319336
1684455210.506906,15616,88.60157775878906
1684455217.2522187,15872,89.95960998535156
1684455225.2443757,16128,90.1055679321289
1684455231.9854884,16384,91.29385375976562
1684455239.9690895,16640,92.24347686767578
1684455246.6795678,16896,92.94466400146484
1684455254.6694,17152,94.07965850830078
1684455260.1803353,17408,95.04676055908203
1684455269.4065607,17664,96.16378784179688
1684455276.2246006,17920,95.95912170410156
1684455284.1658936,18176,97.4519271850586
1684455290.8249395,18432,98.33445739746094
1684455297.6250472,18688,99.1692123413086
1684455305.573308,18944,99.97415924072266
1684455313.5394378,19200,99.48749542236328
1684455320.3183959,19456,99.23583984375
1684455328.2663784,19712,101.04877471923828
1684455336.2955449,19968,100.3843002319336
1684455343.1025152,20224,101.52096557617188
1684455351.040525,20480,100.78878784179688
1684455359.0154028,20736,100.47395324707031
1684455366.9664576,20992,100.1558837890625
1684455373.7244334,21248,100.45332336425781
1684455380.513295,21504,100.10600280761719
1684455388.4949903,21760,101.52538299560547
1684455396.4005353,22016,100.01696014404297
1684455404.3417554,22272,99.34315490722656
1684455412.3201663,22528,98.92681121826172
1684455418.9839902,22784,100.1169662475586
1684455425.778124,23040,99.74486541748047
1684455433.6785314,23296,100.47128295898438
1684455440.4495888,23552,99.761962890625
1684455447.200011,23808,98.83786010742188
1684455456.4050934,24064,98.50950622558594
1684455464.3708782,24320,96.45726013183594
1684455472.3300965,24576,96.83625793457031
1684455480.4578447,24832,96.61325073242188
1684455488.4000678,25088,96.80583953857422
1684455496.3870866,25344,97.1725845336914
1684455504.2849221,25600,96.21826171875
1684455512.2625017,25856,97.62690734863281
1684455520.2235277,26112,97.01249694824219
1684455528.2013414,26368,95.6408462524414
1684455537.3227677,26624,93.30048370361328
1684455545.3711848,26880,92.93175506591797
1684455553.285972,27136,94.5335693359375
1684455561.2402072,27392,94.12639617919922
1684455569.2985737,27648,93.98564910888672
1684455576.0424607,27904,94.15476989746094
1684455585.1549354,28160,92.52681732177734
1684455594.3635132,28416,91.90764617919922
1684455604.6892445,28672,90.39964294433594
1684455611.4389737,28928,89.90608215332031
1684455619.376918,29184,90.84640502929688
1684455627.399224,29440,90.94707489013672
1684455635.362218,29696,90.04373168945312
1684455644.5030794,29952,89.07228088378906
1684455651.1276999,30208,88.11473846435547
1684455660.260849,30464,88.83116149902344
1684455668.2257154,30720,88.33598327636719
1684455676.179417,30976,88.43289947509766
1684455684.1609426,31232,87.10408782958984
1684455690.8871415,31488,88.47222900390625
1684455700.2551315,31744,86.37104797363281
1684455708.2676384,32000,85.29448699951172
1684455716.2087185,32256,85.15441131591797
1684455724.1627648,32512,87.37886047363281
1684455732.124953,32768,87.06905364990234
1684455741.3039713,33024,86.27955627441406
1684455749.2305763,33280,85.98269653320312
1684455757.17045,33536,84.82417297363281
1684455763.9620569,33792,86.5003433227539
1684455771.9707012,34048,85.3401107788086
1684455778.6965451,34304,86.15592956542969
1684455786.6245806,34560,86.5838851928711
1684455793.3576193,34816,88.261474609375
1684455801.3142507,35072,88.7283706665039
1684455808.026616,35328,89.50812530517578
1684455816.007328,35584,88.98636627197266
1684455822.7316415,35840,89.10929107666016
1684455830.7032406,36096,90.62818908691406
1684455837.3982646,36352,90.61861419677734
1684455845.3344088,36608,90.48576354980469
1684455852.135978,36864,92.52043914794922
1684455858.942336,37120,93.93621826171875
1684455865.7189279,37376,94.58851623535156
1684455872.4919786,37632,95.83518981933594
1684455879.2905743,37888,96.39743041992188
1684455886.0219321,38144,98.25243377685547
1684455892.7195673,38400,97.8758316040039
1684455900.7100086,38656,97.7638168334961
1684455906.263584,38912,98.98258972167969
1684455912.9917388,39168,99.96440887451172
1684455919.8168564,39424,100.93840026855469
1684455926.5308354,39680,102.08528137207031
1684455933.301778,39936,103.38909912109375
1684455940.0432022,40192,104.03129577636719
1684455945.5948353,40448,105.99891662597656
1684455952.3423798,40704,106.43678283691406
1684455959.1289594,40960,107.91716003417969
1684455965.880249,41216,108.10005187988281
1684455972.660043,41472,107.59419250488281
1684455979.3492436,41728,108.18965148925781
1684455986.1489098,41984,108.97990417480469
1684455992.930682,42240,107.5771255493164
1684455999.689926,42496,108.58921813964844
1684456006.4446952,42752,110.72953033447266
1684456011.9343176,43008,110.97551727294922
1684456018.6922078,43264,112.53446960449219
1684456024.2132108,43520,113.581298828125
1684456030.960892,43776,113.80216217041016
1684456036.484978,44032,114.40937805175781
1684456043.1963422,44288,113.9873275756836
1684456048.707277,44544,114.5484848022461
1684456055.400234,44800,116.06758117675781
1684456059.7670355,45056,116.06758117675781
1684456066.499102,45312,118.77769470214844
1684456072.0666401,45568,119.278564453125
1684456077.584102,45824,120.46317291259766
1684456083.1390283,46080,121.37433624267578
1684456089.9348114,46336,122.77349853515625
1684456095.7843614,46592,121.9543228149414
1684456101.2984293,46848,123.99104309082031
1684456106.9054773,47104,124.45911407470703
1684456112.47636,47360,124.51559448242188
1684456117.9846838,47616,125.64136505126953
1684456124.6715727,47872,125.91703796386719
1684456130.2028196,48128,126.91344451904297
1684456136.928975,48384,128.14578247070312
1684456142.5557294,48640,126.96773529052734
1684456148.140144,48896,127.46327209472656
1684456154.8248765,49152,127.6026611328125
1684456160.2443542,49408,127.18440246582031
1684456167.1265051,49664,128.19056701660156
1684456171.450205,49920,128.19056701660156
1684456178.2088075,50176,129.86154174804688
1684456183.694786,50432,129.6956787109375
1684456189.262837,50688,130.62771606445312
1684456195.9880054,50944,131.1288604736328
1684456202.7527313,51200,131.2445831298828
1684456209.4996068,51456,129.82469177246094
1684456215.010321,51712,129.7917022705078
1684456221.7956932,51968,130.1143035888672
1684456228.505993,52224,130.0929718017578
1684456235.2144608,52480,129.93186950683594
1684456240.7657547,52736,129.6250762939453
1684456247.5499673,52992,128.9989013671875
1684456253.070595,53248,128.5939483642578
1684456258.5673845,53504,131.69268798828125
1684456265.3516471,53760,131.72314453125
1684456270.8967953,54016,132.1959686279297
1684456277.696796,54272,132.39271545410156
1684456284.4253201,54528,131.69558715820312
1684456291.1956744,54784,131.732666015625
1684456296.8342395,55040,131.12266540527344
1684456302.3644361,55296,132.2918701171875
1684456310.3667161,55552,130.8237762451172
1684456315.9212546,55808,131.98216247558594
1684456321.4568543,56064,132.6179962158203
1684456328.1909194,56320,132.12464904785156
1684456334.9858024,56576,132.11717224121094
1684456340.54266,56832,131.0520477294922
1684456347.2780266,57088,130.7603759765625
1684456353.9842193,57344,129.08819580078125
1684456359.5759525,57600,129.77847290039062
1684456365.100885,57856,129.5758514404297
1684456371.8567529,58112,131.36764526367188
1684456377.36238,58368,131.619140625
1684456384.1325512,58624,131.4794921875
1684456389.6990464,58880,130.5526885986328
1684456396.4485748,59136,131.77996826171875
1684456403.3012974,59392,131.880859375
1684456408.7943313,59648,133.41226196289062
1684456414.2738285,59904,133.47122192382812
1684456421.100266,60160,133.75271606445312
1684456427.835545,60416,132.91036987304688
1684456434.6408334,60672,131.54693603515625
1684456441.3843586,60928,131.54928588867188
1684456449.3464565,61184,131.08802795410156
1684456454.9317653,61440,131.04551696777344
1684456461.6119561,61696,130.90048217773438
1684456468.3749633,61952,128.4314422607422
1684456473.9001203,62208,127.95417022705078
1684456480.6682322,62464,126.5311279296875
1684456487.4137008,62720,126.23387908935547
1684456494.2415874,62976,126.66522216796875
1684456500.9603922,63232,125.1525650024414
1684456507.7184095,63488,122.61076354980469
1684456514.504784,63744,122.70529174804688
1684456521.2432542,64000,121.72502899169922
1684456527.920255,64256,122.36691284179688
1684456534.7221925,64512,121.27603149414062
1684456541.458984,64768,121.22270965576172
1684456549.4376712,65024,119.8192367553711
1684456556.2202728,65280,119.7629165649414
1684456562.9736085,65536,119.2579574584961
1684456570.965723,65792,117.52729797363281
1684456577.7066135,66048,118.63861083984375
1684456584.384317,66304,118.55029296875
1684456591.1330044,66560,118.75916290283203
1684456597.8705702,66816,118.41844177246094
1684456604.6388674,67072,118.89868927001953
1684456611.3618884,67328,119.54753112792969
1684456618.1390958,67584,115.99565124511719
1684456624.9052403,67840,116.79264831542969
1684456631.6736226,68096,116.80451202392578
1684456638.3882563,68352,116.79829406738281
1684456646.320948,68608,117.30345916748047
1684456654.252408,68864,114.89777374267578
1684456661.1089547,69120,115.45551300048828
1684456667.9319074,69376,113.0398178100586
1684456675.867821,69632,113.18763732910156
1684456683.8409111,69888,112.90806579589844
1684456690.5576315,70144,112.5467300415039
1684456698.5628266,70400,109.94117736816406
1684456705.2801638,70656,110.69923400878906
1684456711.9792652,70912,109.63980102539062
1684456718.7913933,71168,111.30355834960938
1684456726.7094562,71424,111.14421081542969
1684456734.667428,71680,107.48381042480469
1684456741.4332442,71936,107.03396606445312
1684456749.348764,72192,106.9507827758789
1684456758.5525818,72448,105.79154205322266
1684456764.1303294,72704,106.55313110351562
1684456770.8809412,72960,107.13034057617188
1684456778.809434,73216,107.37060546875
1684456786.7006092,73472,105.00601959228516
1684456793.4502172,73728,105.33795166015625
1684456801.5269318,73984,104.54859161376953
1684456807.0794551,74240,106.03596496582031
1684456813.8572555,74496,107.05607604980469
1684456820.6697676,74752,106.8941421508789
1684456827.35449,75008,107.2002944946289
1684456834.0926387,75264,107.15213012695312
1684456840.8536994,75520,107.72006225585938
1684456850.057574,75776,105.56336212158203
1684456856.7681324,76032,105.03121185302734
1684456863.5472343,76288,106.39360046386719
1684456871.5745237,76544,105.97296142578125
1684456877.1041443,76800,107.46773529052734
1684456883.8813381,77056,107.33402252197266
1684456890.6583557,77312,108.92861938476562
1684456897.3639665,77568,108.14302062988281
1684456904.1355817,77824,108.646240234375
1684456910.9087412,78080,108.02796936035156
1684456917.6545188,78336,108.49346923828125
1684456924.451389,78592,109.4063949584961
1684456929.9932897,78848,109.82836151123047
1684456936.7637303,79104,110.54523468017578
1684456942.296171,79360,110.85629272460938
1684456949.030755,79616,111.77911376953125
1684456954.5575905,79872,111.84963989257812
1684456961.2773135,80128,112.3125991821289
1684456968.0728302,80384,113.04883575439453
1684456974.8521574,80640,113.84599304199219
1684456980.3988879,80896,115.19243621826172
1684456987.1963544,81152,115.63673400878906
1684456993.8860695,81408,116.71400451660156
1684456999.400075,81664,117.05348205566406
1684457006.1735883,81920,118.90361785888672
1684457012.8886597,82176,118.40544891357422
1684457018.4522784,82432,119.79359436035156
1684457025.185676,82688,120.5396957397461
1684457032.0395148,82944,121.98281860351562
1684457037.5842977,83200,121.96707916259766
1684457045.5389824,83456,122.06855773925781
1684457052.2943127,83712,120.17478942871094
1684457059.0416172,83968,120.93766784667969
1684457064.5592515,84224,121.09627532958984
1684457071.3363104,84480,122.58499908447266
1684457078.0637631,84736,124.6279296875
1684457084.8683703,84992,124.38553619384766
1684457090.3656812,85248,124.85499572753906
1684457095.966799,85504,126.18843841552734
1684457103.9994385,85760,127.5434799194336
1684457110.7914202,86016,126.12503051757812
1684457117.5432937,86272,125.17880249023438
1684457124.3672266,86528,125.8487319946289
1684457131.1677544,86784,125.07862091064453
1684457139.1166077,87040,124.22761535644531
1684457145.8648608,87296,124.39102935791016
1684457153.8508055,87552,123.92649841308594
1684457161.7945635,87808,122.16893005371094
1684457168.609472,88064,121.25678253173828
1684457176.721271,88320,120.00963592529297
1684457184.7102728,88576,118.88204193115234
1684457191.4055336,88832,119.06190490722656
1684457198.1799932,89088,119.89346313476562
1684457206.2467027,89344,117.3313217163086
1684457213.1085744,89600,117.11204528808594
1684457221.082798,89856,116.41204833984375
1684457227.780559,90112,115.91419982910156
1684457234.5132508,90368,116.03082275390625
1684457242.560996,90624,115.24211120605469
1684457249.3095298,90880,114.84908294677734
1684457256.067446,91136,115.22196197509766
1684457262.8097227,91392,114.5039291381836
