Wall time,Step,Value
1684457270.7888072,91648,111.3193588256836
1684457278.7273269,91904,109.56631469726562
1684457285.4784765,92160,107.81536102294922
1684457292.2380307,92416,107.81888580322266
1684457298.9453719,92672,108.68730926513672
1684457306.9495282,92928,105.9441909790039
1684457313.729252,93184,104.03506469726562
1684457319.2433398,93440,104.40381622314453
1684457325.9748905,93696,105.05023193359375
1684457334.0429654,93952,103.20878601074219
1684457340.8814244,94208,102.47447967529297
1684457347.6466334,94464,101.98609161376953
1684457354.393063,94720,100.10227966308594
1684457362.395153,94976,100.26666259765625
1684457367.9564116,95232,101.75975799560547
1684457374.6727815,95488,101.56827545166016
1684457382.7715669,95744,97.9307632446289
1684457389.5356812,96000,98.50476837158203
1684457397.4675944,96256,95.58934783935547
1684457404.2447357,96512,94.8510971069336
1684457410.9383225,96768,94.77787780761719
1684457420.28907,97024,94.12708282470703
1684457428.3788037,97280,91.80796813964844
1684457436.3841393,97536,90.94245147705078
1684457445.696797,97792,90.68135833740234
1684457453.6764894,98048,89.90142822265625
1684457460.4063113,98304,90.66947174072266
1684457468.4013784,98560,90.46797943115234
1684457477.6844912,98816,89.1282730102539
1684457485.748357,99072,89.43479919433594
1684457492.506338,99328,88.64376831054688
1684457500.5146358,99584,87.83479309082031
1684457507.3137498,99840,88.328369140625
1684457516.6009634,100096,86.98339080810547
