Wall time,Step,Value
1684462864.8536327,256,16.697526931762695
1684462882.824896,512,16.78178596496582
1684462901.4904015,768,16.72362518310547
1684462920.270299,1024,16.943777084350586
1684462937.5260515,1280,17.216779708862305
1684462957.8385391,1536,17.124813079833984
1684462973.701569,1792,17.75065040588379
1684462990.6902385,2048,19.045663833618164
1684463006.5049367,2304,20.067045211791992
1684463021.0684571,2560,21.10990333557129
1684463036.890756,2816,21.418424606323242
1684463052.6482584,3072,22.3835506439209
1684463069.6731513,3328,22.506845474243164
1684463085.4240565,3584,23.53799819946289
1684463098.801215,3840,24.25690269470215
1684463114.5295227,4096,26.274524688720703
1684463129.0597484,4352,26.743553161621094
1684463144.8561795,4608,27.892717361450195
1684463161.9511802,4864,28.499290466308594
1684463176.5823216,5120,29.529407501220703
1684463192.5662909,5376,30.138879776000977
1684463207.3094234,5632,31.247270584106445
1684463220.6631982,5888,32.735939025878906
1684463235.1670556,6144,34.20050811767578
1684463250.9127016,6400,35.456031799316406
1684463265.8461115,6656,36.74516677856445
1684463279.24429,6912,38.03822326660156
1684463293.8086338,7168,39.74818801879883
1684463305.9419024,7424,41.084659576416016
1684463320.6383028,7680,41.433719635009766
1684463334.197971,7936,42.05619812011719
1684463347.6632795,8192,43.39884567260742
1684463361.1105206,8448,44.1727294921875
1684463376.124076,8704,45.7794189453125
1684463390.702433,8960,46.51582717895508
1684463405.4198196,9216,47.233036041259766
1684463422.63275,9472,47.71440124511719
1684463439.7666757,9728,47.40155029296875
1684463455.6772084,9984,48.111141204833984
1684463471.4895563,10240,46.98310089111328
1684463489.836126,10496,46.40666198730469
1684463505.6548538,10752,46.77582931518555
1684463521.5040312,11008,47.60099792480469
1684463537.437924,11264,47.60702896118164
1684463554.56507,11520,48.011722564697266
1684463570.4473267,11776,46.888240814208984
1684463586.3724842,12032,47.34846496582031
1684463602.1116612,12288,46.77031707763672
1684463618.0669763,12544,46.639427185058594
1684463636.4227371,12800,44.283538818359375
1684463654.786502,13056,43.178253173828125
1684463673.1853695,13312,40.51282501220703
1684463692.735549,13568,38.89258575439453
1684463712.3505304,13824,38.581790924072266
1684463730.7658799,14080,37.86753463745117
1684463750.4085598,14336,36.45489501953125
1684463768.7175722,14592,36.55503463745117
1684463788.3305612,14848,34.62706756591797
1684463806.7177598,15104,34.44422912597656
1684463825.041478,15360,33.84322738647461
1684463842.21838,15616,33.1331901550293
1684463860.8579412,15872,32.03443145751953
1684463878.1745424,16128,31.022504806518555
1684463896.7465496,16384,31.00019645690918
1684463913.9023862,16640,31.28929901123047
1684463931.1215706,16896,30.83011817932129
1684463948.3041012,17152,31.527029037475586
1684463966.7582066,17408,31.591325759887695
1684463981.3532164,17664,32.02381134033203
1684463997.2321928,17920,32.881568908691406
1684464014.3715286,18176,33.300498962402344
1684464031.5124063,18432,33.90121078491211
1684464049.9519308,18688,33.279571533203125
1684464067.0988882,18944,33.765960693359375
1684464084.2148523,19200,33.317684173583984
1684464101.4606047,19456,34.40584945678711
1684464118.686341,19712,34.23877716064453
1684464136.0974183,19968,34.48038101196289
1684464154.9292197,20224,34.238311767578125
1684464170.9571989,20480,34.58932113647461
1684464188.2166994,20736,35.3379020690918
1684464205.361914,20992,34.8227653503418
1684464222.4679515,21248,34.94590377807617
1684464239.519374,21504,34.62413787841797
1684464256.804932,21760,34.97190856933594
1684464275.3032627,22016,34.01335525512695
1684464293.6602979,22272,32.73834228515625
1684464310.830817,22528,32.75035095214844
1684464326.7692957,22784,33.73131561279297
1684464346.546432,23040,33.00984573364258
1684464363.6862018,23296,33.7671012878418
1684464383.3396423,23552,33.12540054321289
1684464401.723451,23808,33.12703323364258
1684464421.4177995,24064,32.3373908996582
1684464442.4440193,24320,31.483617782592773
1684464462.2550106,24576,30.90367889404297
1684464482.098937,24832,30.26791763305664
1684464503.1660125,25088,29.763206481933594
1684464520.4436712,25344,29.8218994140625
